CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
 ,HILLSBOROUGH,28.04166666,-82.0925,MIDWAY LAKE AIRPORT,AIRPORT,"VERNER, EDWARD P.O. BOX 1118  PLANT CITY FL 33564",Active,,,,,,,,,,,,,,,
LITHIA,HILLSBOROUGH,27.71166666,-82.28305555,WIMAUMA AIRPARK,AIRPORT,"MCCRAW, PEARL 6505 HWY 674 WIMAUMA FL 33598",Active,,,,,,,,,,,,,,,
FELLSMERE,INDIAN RIVER,27.74169444,-80.66616666,FELLSMERE AIRPORT,AIRPORT,"CHANDLER, DAVID 7735 COUNTY ROAD 512  FELLSMERE FL 32948",Active,,,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,27.56253611,-80.49977499,FLY IN RANCHES AIRPORT,AIRPORT,"YOUNGBLOOD, BOB 2450 84TH AVENUE SW  VERO BEACH FL 32968",Active,,,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,27.59864444,-80.50199722,INDIAN RIVER AERODROME,AIRPORT,"IRAPOA, INC. 460 SOPWITH DR. VERO BEACH FL 32968",Active,,,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,27.70864166,-80.45283055,BROOCKE AIRPATCH,AIRPORT,"BROOCKE, W 6185 65TH STREET  VERO BEACH FL 32967",Active,,,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,27.65555833,-80.41794444,VERO BEACH MUNICIPAL AIRPORT,AIRPORT,3400 CHEROKEE DRIVE P.O. BOX 1389 VERO BEACH FL 32961-1389,Active,,,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,27.632255,-80.52755444,NEW HIBISCUS AIRPARK,AIRPORT,1890 98TH AVENUE  VERO BEACH FL 32966,Active,,,,,,,,,,,,,,,
GRAND RIDGE,JACKSON,30.71527777,-85.02444444,LAWRENCE AIRPORT,AIRPORT,"LAWRENCE, GODFREY 6835 HIWAY  90  GRAND RIDGE FL 32442",Active,,,,,,,,,,,,,,,
GREENWOOD,JACKSON,30.88824388,-85.16770722,CHIPOLA AIRPARK,AIRPORT,"BAKER, BOBBY P.O. BOX 5729  MARIANNA FL 32447-5729",Active,,,,,,,,,,,,,,,
 ,JACKSON,30.6075,-85.02583333,YODER AIRPORT,AIRPORT,620 HIGHWAY 69  GRAND RIDGE FL 32442,Active,,,,,,,,,,,,,,,
 ,JACKSON,30.6725,-85.08333333,FOLSOM AIRPORT,AIRPORT,"FOLSOM, GARY & SHIRLEY 6155 ROCKY CREEK ROAD  MARIANNA FL 32448",Active,,,,,,,,,,,,,,,
SNEADS,JACKSON,30.72527777,-84.9177,KILPATRICK FARM AIRPORT,AIRPORT,"KILPATRICK, KEN 158 RICE ROAD  CHATTAHOOCHEE FL 32324",Active,,,,,,,,,,,,,,,
GRACEVILLE,JACKSON,30.95268333,-85.41743333,WATSON AIRPORT,AIRPORT,"WATSON, DAVID 2178 HIGHWAY 2  GRACEVILLE FL 32440",Active,,,,,,,,,,,,,,,
GRACEVILLE,JACKSON,30.98184999,-85.49243333,KIRKLAND AIRPORT,AIRPORT,"5673 HWY  GRACEVILLE, FL 32440",Active,,,,,,,,,,,,,,,
MARIANNA,JACKSON,30.69463888,-85.31076111,LANDS FIELD,AIRPORT,"LAND, LINDA 3457 MYSTERY SPRINGS ROAD  MARIANNA FL 32448",Active,,,,,,,,,,,,,,,
MARIANNA,JACKSON,30.83779388,-85.18188111,MARIANNA MUNICIPAL AIRPORT,AIRPORT,3689 INDUSTRIAL PARK DRIVE  MARIANNA FL 32446,Active,,,,,,,,,,,,,,,
BASCOM,JACKSON,30.98111111,-85.06833333,NORTH AMERICAN FARMS AIRPORT,AIRPORT,"HALL, JOSEPH 5559 CONCORD ROAD  BASCOM FL 32423",Active,,,,,,,,,,,,,,,
GREENVILLE,JEFFERSON,30.61659166,-83.65238055,FINLAYSON FARMS AIRPORT,AIRPORT,"FINLAYSON, JOHN 25 FINCREST CIRCLE  GREENVILLE FL 32331",Active,,,,,,,,,,,,,,,
GREENVILLE,JEFFERSON,30.58684722,-83.70601944,JEFFERSON LANDINGS AIRPORT,AIRPORT,13 EAST 10TH WAY  GREENVILLE FL 32331,Active,,,,,,,,,,,,,,,
TALLAHASSEE,JEFFERSON,30.4775,-84.03472222,CHARLOTTES FIELD,AIRPORT,"BRAGDON, JIM 424 GREATER ELIZABETH  MONTICELLO FL 32344",Active,,,,,,,,,,,,,,,
 ,LAFAYETTE,30.19638888,-83.30638888,FORT ATKINSON PLANTATION AIRPARK,AIRPORT,ROB HARPER IV 4485 NORTH CR 53 MAYO FL 32066,Active,,,,,,,,,,,,,,,
MAYO,LAFAYETTE,29.91461111,-83.26759722,R. O. RANCH AIRPORT,AIRPORT,SUWANNEE RIVER WATER MANAGEMENT DISTRICT 9225 COUNTY ROAD 49  LIVE OAK FL 32060,ACTIVE,,,,,,,,,,,,,,,
 ,LAKE,28.50861111,-81.80027777,KINGS FIELD,AIRPORT,"KING, JACK 11320 MONTE VISTA ROAD  CLERMONT FL 34711",Active,,,,,,,,,,,,,,,
 ,LAKE,28.627775,-81.80285555,FLORIDA FLYING GATORS ULTRALIGHT PARK,AIRPORT,"GRUENER, JOHN PO BOX 38  CASSELBERRY FL 32718",Active,,,,,,,,,,,,,,,
 ,LAKE,28.64166666,-81.885,GRASS ROOTS AIRPARK,AIRPORT,"GAY, DAVID 20201 WHISTLING WIRE LANE GROVELAND FL 34736",Active,,,,,,,,,,,,,,,
 ,LAKE,28.79536111,-81.72119444,TAVARES SEAPLANE BASE,AIRPORT,150 EAST RUBY STREET  TAVARES FL 32778,Active,,,,,,,,,,,,,,,
FRUITLAND PARK,LAKE,28.87609722,-81.88896944,FLYING H AIRPORT,AIRPORT,"HUMPHREY, DEAN 35800 GRAYS AIRPORT ROAD  FRUITLAND PARK FL 34731",Active,,,,,,,,,,,,,,,
FRUITLAND PARK,LAKE,28.87804166,-81.94091666,FLYING PALOMINO RANCH AIRPORT,AIRPORT,"ISAACS, STEVE 36422 MICRO RACETRACK ROAD  FRUITLAND PARK FL 34731",Active,,,,,,,,,,,,,,,
GROVELAND,LAKE,28.53361111,-81.84702222,SHEETS AIRPORT,AIRPORT,"MENEFEE, FRANK 2444 BAR HARBOR BAY  MOUNT DORA FL 32757",Active,,,,,,,,,,,,,,,
GROVELAND,LAKE,28.66777222,-81.91813611,TEX MERRITT PRIVATE AIRSTRIP,AIRPORT,"MERRITT, TEX P.O. BOX 86  OKAHUMPA FL 34762",Active,,,,,,,,,,,,,,,
GROVELAND,LAKE,28.52666666,-81.8748,OSBORN AIRFIELD,AIRPORT,"OSBORN, DARLENE 12155 MATTIODA ROAD  GROVELAND FL 34736",Active,,,,,,,,,,,,,,,
PAISLEY,LAKE,29.03026111,-81.44701111,DEEP WOODS RANCH AIRPORT,AIRPORT,"SCHMALE, JOHN K 46800 DEEP WOODS ROAD  PAISLEY FL 32767",Active,,,,,,,,,,,,,,,
LEESBURG,LAKE,28.79748888,-81.93591388,FLYING BARON ESTATES AIRPORT,AIRPORT,"STRIMENOS, PETER 1048 STRIMENOS LANE  LEESBURG FL 34748",Active,,,,,,,,,,,,,,,
LEESBURG,LAKE,28.82279444,-81.80918888,LEESBURG INTERNATIONAL AIRPORT,AIRPORT,8807 AIRPORT BOULEVARD  LEESBURG FL 34788,Active,,,,,,,,,,,,,,,
EUSTIS,LAKE,28.94859722,-81.41312222,BRADSHAW FARMS AIRPORT,AIRPORT,"BRADSHAW, J 32502 PINE ROAD  EUSTIS FL 32736",Active,,,,,,,,,,,,,,,
EUSTIS,LAKE,28.90498888,-81.43312222,BRITT BROWN & PORTER RANCH AIRPORT,AIRPORT,"ROSE, MELANIE 31614 BOTTANY WOOD DRIVE  EUSTIS FL 32736",Active,,,,,,,,,,,,,,,
BOKEELIA,LEE,26.67729444,-82.13648055,EAGLES LANDING AIRPORT,AIRPORT,"DEAN WISH, LLC PO BOX 1839 PLANT CITY FL 33564",Active,,,,,,,,,,,,,,,
BOKEELIA,LEE,26.65618333,-82.12120277,PINE ISLAND AIRPORT,AIRPORT,"REED, E 13350 MORNINGSTAR LANE  BOKEELIA FL 33922",Active,,,,,,,,,,,,,,,
SAINT JAMES CITY,LEE,26.582575,-82.098425,WOODSTOCK AIRPORT,AIRPORT,"VALCARCEL, FRANK 4370 WOODSTOCK ROAD  ST. JAMES CITY FL 33956",Active,,,,,,,,,,,,,,,
ESTERO,LEE,26.44535555,-81.60730277,CORKSCREW TRACE AIRPARK,AIRPORT,BARBARA WHIDDEN 21230 CORKSCREW ROAD ESTERO FL 33928,Active,,,,,,,,,,,,,,,
NORTH FORT MYERS,LEE,26.73284722,-81.89730833,PINE SHADOWS AIRPARK,AIRPORT,"ELLIS, JERRY 18500 BASELEG AVENUE  FORT MYERS FL 33917",Active,,,,,,,,,,,,,,,
FORT MYERS,LEE,26.66284999,-81.77063888,STRAYHORN RANCH AIRPORT,AIRPORT,ALIWANNA LANE  FT. MYERS FL 33905,Active,,,,,,,,,,,,,,,
FORT MYERS,LEE,26.64340499,-81.71035972,BUCKINGHAM FIELD,AIRPORT,15191 HOMESTEAD ROAD  LEHIGH ACRES FL 33971,Active,,,,,,,,,,,,,,,
FORT MYERS,LEE,26.53616666,-81.75516666,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,AIRPORT,11000 TERMINAL ACCESS ROAD  FORT MYERS FL 33913,Active,,,,,,,,,,,,,,,
FORT MYERS,LEE,26.58665833,-81.86328055,PAGE FIELD,AIRPORT,5200 CAPT. CHANNING PAGE DRIVE  FORT MYERS FL 33907-1526,Active,,,,,,,,,,,,,,,
CAPTIVA,LEE,26.60340833,-82.22009444,SALTY APPROACH AIRSTRIP,AIRPORT,P. O. BOX 3031   NORTH CAPTIVA FL 33945,Active,,,,,,,,,,,,,,,
TALLAHASSEE,LEON,30.47916666,-84.075,ANGELS FIELD STOLPORT,AIRPORT,"MAJORS, LEE 11215 TURKEY ROOST ROAD  TALLAHASSEE FL 32317",Active,,,,,,,,,,,,,,,
TALLAHASSEE,LEON,30.59047777,-84.03044722,INGALLS FIELD AIRPORT,AIRPORT,"YOWN, KENT 11418 CHEROKEE PLANTATION COURT  TALLAHASSEE FL 32312",Active,,,,,,,,,,,,,,,
TALLAHASSEE,LEON,30.54730833,-84.37384722,TALLAHASSEE COMMERCIAL AIRPORT,AIRPORT,6601 NORTH MONROE STREET  TALLAHASSEE FL 32303,Active,,,,,,,,,,,,,,,
TALLAHASSEE,LEON,30.39652777,-84.35033333,TALLAHASSEE REGIONAL AIRPORT,AIRPORT,3300 CAPITAL CIRCLE SOUTHWEST SUITE 1 TALLAHASSEE FL 32310,Active,,,,,,,,,,,,,,,
 ,LEON,30.51583333,-84.08330555,BLACK CREEK PASS AIRPORT,AIRPORT,11903 WADESBORO ROAD  TALLAHASSEE FL 32317,Active,,,,,,,,,,,,,,,
CEDAR KEY,LEVY,29.22848611,-82.94306944,THE CEDARS AIRFIELD,AIRPORT,MARVIN FRANKS 6831 SW 105TH AV  CEDAR KEY FL 32625,Active,,,,,,,,,,,,,,,
CEDAR KEY,LEVY,29.13424444,-83.05047222,GEORGE T LEWIS AIRPORT,AIRPORT,14703 SOUTHWEST AIRPORT ROAD  CEDAR KEY FL 32625,Active,,,,,,,,,,,,,,,
MORRISTON,LEVY,29.27722222,-82.50056944,REDTAIL AIRFIELD,AIRPORT,"MUNOZ, JESSE 3951 SE 160TH AVENUE  MORRISTON FL 32268",Active,,,,,,,,,,,,,,,
MORRISTON,LEVY,29.23779166,-82.54561111,WINGS FIELD,AIRPORT,"OBERT, ROBERT 8053 SE 140TH LANE  INGLIS FL 34449",Active,,,,,,,,,,,,,,,
CHIEFLAND,LEVY,29.55583333,-82.86916666,NEAL FIELD,AIRPORT,"NEAL, PAULETTE P.O. BOX 716  TRENTON FL 32693",Active,,,,,,,,,,,,,,,
CHIEFLAND,LEVY,29.39548055,-82.86977777,CHIEFLAND SKY RANCH AIRPORT,AIRPORT,"PITTS, FRANK 4771 NW 60TH AVENUE  CHIEFLAND FL 32626",Active,,,,,,,,,,,,,,,
TRENTON,LEVY,29.56588888,-82.86905555,WINDY ACRES AIRPORT,AIRPORT,"FULMER, RUSSELL 5650 NW165TH ST.  TRENTON FL 32693",Active,,,,,,,,,,,,,,,
TRENTON,LEVY,29.58745833,-82.87123333,AMES FIELD,AIRPORT,"HAYNES, BILL 9520 SOUTHWEST 126TH STREET  ARCHER FL 32618",Active,,,,,,,,,,,,,,,
 ,LIBERTY,30.35058888,-84.74158611,BLUE CREEK AIRPORT,AIRPORT,"LORD, JEAN 9169 NEW BERLIN ROAD  JACKSONVILLE FL 32226",Active,,,,,,,,,,,,,,,
 ,MADISON,30.48333333,-83.25833333,BLUE SPRINGS AIRPORT,AIRPORT,ROUTE 1  LEE FL 32059,Active,,,,,,,,,,,,,,,
 ,MADISON,30.33638888,-83.78361111,MOUNT OLIVE FARM AIRPORT,AIRPORT,16131 HWY 19  LAMONT FL 32336,Active,,,,,,,,,,,,,,,
PINETTA,MADISON,30.62284722,-83.28565277,ESTHERBROOK AERODROME,AIRPORT,"DECKER, SHELLY 357 NE WILLOWRUN WAY  PINETTA FL 32350",Active,,,,,,,,,,,,,,,
LEE,MADISON,30.44281944,-83.31162499,MADISON COUNTY AIRPORT,AIRPORT,"THIGPEN, LONNIE P.O. BOX 237  MADISON FL 32341",Active,,,,,,,,,,,,,,,
PALMETTO,MANATEE,27.54420277,-82.53009722,THOMSON AIRFIELD,AIRPORT,"CIPRIANI, FRANK 3135 37TH STREET EAST  PALMETTO FL 34221",Active,,,,,,,,,,,,,,,
PALMETTO,MANATEE,27.64253277,-82.52092861,AIRPORT MANATEE,AIRPORT,14108 US HIGHWAY 41 NORTH  PALMETTO FL 34221,Active,,,,,,,,,,,,,,,
MYAKKA CITY,MANATEE,27.45527777,-82.10722222,MYAKKA HEAD AIRPORT,AIRPORT,"TAYLOR, J / PATTY TOFT 1350 DUETTE ROAD  MYAKKA FL 34251",Active,,,,,,,,,,,,,,,
DUNNELLON,MARION,28.99025555,-82.33037222,DRAKE RANCH STOLPORT,AIRPORT,"DRAKE, GEORGE AND ANN LOUISE 1120 AZALEA LANE  WINTER PARK FL 32789",Active,,,,,,,,,,,,,,,
DUNNELLON,MARION,29.06178055,-82.37658333,MARION COUNTY AIRPORT,AIRPORT,15070 SW 107TH ST DUNNELLON FL 34432,Active,,,,,,,,,,,,,,,
CITRA,MARION,29.38555555,-82.1425,THOMPSONS GOINBROKE AERO RANCH AIRPORT,AIRPORT,"THOMPSON, LANNY 94  NW 165TH STREET  CITRA FL 32113",Active,,,,,,,,,,,,,,,
CITRA,MARION,29.36136111,-82.14981666,WINGS-N-WHEELS AIRFIELD,AIRPORT,"NELSON, EDWARD 2102 NE 145TH AVENUE ROAD  SILVER SPRINGS FL 34488",Active,,,,,,,,,,,,,,,
CITRA,MARION,29.37524999,-82.05814722,PANIOLA SKY RANCH AIRPORT,AIRPORT,"DIERSCHKE, WOLF 6301 E. HIGHWAY 316 CITRA FL 32113",Active,,,,,,,,,,,,,,,
MORRISTON,MARION,29.24083333,-82.35416666,CROSSWIND FARM AIRPORT,AIRPORT,"REISS, JOHN 14024 NW HIGHWAY 464B  MORRISTON FL 32668",Active,,,,,,,,,,,,,,,
REDDICK,MARION,29.34080555,-82.26370833,RELUCTANT GREMLIN AIRPORT,AIRPORT,RICHARD HELMS 8549 NW 130TH ST.  REDDICK FL 32686,Active,,,,,,,,,,,,,,,
REDDICK,MARION,29.33469444,-82.16676111,LEE FARMS AIRPORT,AIRPORT,"LEE, C. K. 2323 W. HIGHWAY 329 CITRA FL 32113",Active,,,,,,,,,,,,,,,
OCALA,MARION,29.28025277,-82.12481388,JUMBOLAIR-GREYSTONE AIRPORT,AIRPORT,1201 NE 77TH STREET    OCALA FL 34479,Active,,,,,,,,,,,,,,,
OCALA,MARION,29.08414722,-82.03230833,LEEWARD AIR RANCH AIRPORT,AIRPORT,P O BOX 1476  OCALA FL 34478,Active,,,,,,,,,,,,,,,
OCALA,MARION,29.07303611,-81.99953055,BACK ACHERS AIRPORT,AIRPORT,"FAMBROUGH, THOMAS 9215 SE 110TH ST RD BELLEVIEW FL 34420",Active,,,,,,,,,,,,,,,
OCALA,MARION,29.13055555,-82.11916666,FLYING DUTCHMAN RANCH AIRPORT,AIRPORT,P.O. BOX 3068  OCALA FL 34478,Active,,,,,,,,,,,,,,,
OCALA,MARION,29.02608888,-82.21231388,MCGINLEY AIRPORT,AIRPORT,"MCGINLEY, RICHARD 5700 SW HIGHWAY 484  OCALA FL 34473",Active,,,,,,,,,,,,,,,
OCALA,MARION,29.28913888,-82.32232222,IDLE WILD AIRPORT,AIRPORT,"HAMBLETON, SARAH J 9420 NW 125TH AVENUE  OCALA FL 34482",Active,,,,,,,,,,,,,,,
OCALA,MARION,29.09608888,-82.17898055,SHADY INTERNATIONAL AIRPORT,AIRPORT,"ZURAWSKI, JOE 3504 SW 85TH ST  OCALA FL 34476",Active,,,,,,,,,,,,,,,
OCALA,MARION,29.17261111,-82.22416666,OCALA INTERNATIONAL-JIM TAYLOR FIELD,AIRPORT,750 SOUTHWEST 60TH AVENUE  OCALA FL 34474-1270,Active,,,,,,,,,,,,,,,
OCKLAWAHA,MARION,29.12358888,-81.88702777,WOODS AND LAKE AIRPARK,AIRPORT,DWAINE BERRY 6504 SE 159TH COURT  OCKLAWAHA FL 32179,Active,,,,,,,,,,,,,,,
 ,MARION,28.98333333,-81.95,SKIPPERS AIRPORT,AIRPORT,"SKIPPER, SCOTT 17025 SE 19TH COURT  SUMMERFIELD FL 34491",active,,,,,,,,,,,,,,,
 ,MARION,29.01886944,-82.11369999,MONROE AIRPARK,AIRPORT,"MONROE, DENNIS 1770 SE 140TH STREET  SUMMERFIELD FL 34491",Active,,,,,,,,,,,,,,,
 ,MARION,28.97914999,-82.03314166,DALLAS AIRPORT,AIRPORT,"CANGELOSI ,JOHN M. 7280 SE HWY 42 SUMMERFIELD FL 34491",Active,,,,,,,,,,,,,,,
BELLEVIEW,MARION,29.02636944,-81.98786388,JOHARY AIRPORT,AIRPORT,"JOHARY, C 13250 SE 100TH AVE BELLEVIEW FL 34420",Active,,,,,,,,,,,,,,,
WEIRSDALE,MARION,28.96192777,-81.89146944,LOVE FIELD,AIRPORT,"LOVE, JOHN 10835 SE SUNSET HARBOR ROAD  SUMMERFIELD FL 34491",Active,,,,,,,,,,,,,,,
WEIRSDALE,MARION,28.97553888,-81.91869444,HOBBY HILL AIRPORT,AIRPORT,"WIMBERLY, GARY P.O. BOX 33  EAST LAKE WEIR FL 32133",Active,,,,,,,,,,,,,,,
SUMMERFIELD,MARION,29.00109166,-82.10064444,NORTON AIRPORT,AIRPORT,"NORTON, HUGH 15010 SE 28TH COURT  SUMMERFIELD FL 34491",Active,,,,,,,,,,,,,,,
PALM CITY,MARTIN,27.10282777,-80.29338055,TROPICAL PLANTATION AIRPORT,AIRPORT,"MADONIA, STEVE 3655 SW 96 STREET STUART FL 34990",Active,,,,,,,,,,,,,,,
PALM CITY,MARTIN,27.14282777,-80.33782777,NAKED LADY RANCH AIRPORT,AIRPORT,"6100 SW. MOORE ST.,  PALM CITY FL 34990",Active,,,,,,,,,,,,,,,
JUPITER,MARTIN,26.9795,-80.21865555,TAILWINDS AIRPARK,AIRPORT,TAILWINDS HOMEOWNERS ASSOCIATION 2400 SE DOWNWINDS RD JUPITER FL 33478,Active,,,,,,,,,,,,,,,
INDIANTOWN,MARTIN,27.09333333,-80.61222222,HORSESHOE ACRES AIRPARK,AIRPORT,26110 SW 86TH STREET  INDIANTOWN FL 34956,Active,,,,,,,,,,,,,,,
INDIANTOWN,MARTIN,27.11338333,-80.63338888,BRADY RANCH AIRPORT,AIRPORT,"BRADY, FRANK P.O. BOX 536  OKEECHOBEE FL 34973",Active,,,,,,,,,,,,,,,
INDIANTOWN,MARTIN,27.03644166,-80.44005,INDIANTOWN AIRPORT,AIRPORT,20654 SOUTHWEST CITRUS BOULEVARD  INDIANTOWN FL 34956,Active,,,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,25.56961111,-80.39877777,BURRS STRIP,AIRPORT,"BURR, CHARLES 21100 SW 127TH AVENUE  MIAMI FL 33177",Active,,,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,25.61965833,-80.49231666,LINDBERGHS LANDING AIRSTRIP,AIRPORT,"TORRES, RAMON 17705 SW 158TH STREET  MIAMI FL 33187-1208",Active,,,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,25.55966666,-80.51473611,RICHARDS FIELD ,AIRPORT,22001 SW 202 AVE  MIAMI FL 33170,Active,,,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,25.55217499,-80.55581944,MJD STOLPORT,AIRPORT,"DUREIKO, MARTIN 22361 SW 232ND STREET  MIAMI FL 33170",Active,,,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,25.79536111,-80.29011111,MIAMI INTERNATIONAL AIRPORT,AIRPORT,4200 NORTHWEST 21ST STREET  MIAMI FL 33159,Active,,,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,25.64788888,-80.43277777,KENDALL-TAMIAMI EXECUTIVE AIRPORT,AIRPORT,12800 SOUTH WEST 145 AVENUE  MIAMI FL 33186,Active,,,,,,,,,,,,,,,
HOMESTEAD,MIAMI-DADE,25.48844166,-80.38366666,HOMESTEAD ARB,AIRPORT,COMMAND POST 305-224-7023 USAF RESERVE HOMESTEAD FL 33030,Active,,,,,,,,,,,,,,,
HOMESTEAD,MIAMI-DADE,25.54678333,-80.46538055,MACS FIELD,AIRPORT,"MUNZ, CHARLES 23600 SW 162 AVENUE  HOMESTEAD FL 33031",Active,,,,,,,,,,,,,,,
HOMESTEAD,MIAMI-DADE,25.49871944,-80.554225,HOMESTEAD GENERAL AVIATION AIRPORT,AIRPORT,28700 SOUTH WEST 217 AVENUE  HOMESTEAD FL 33030,Active,,,,,,,,,,,,,,,
 ,MIAMI-DADE,25.52777777,-80.5,THE WRIGHT PLACE STOLPORT,AIRPORT,"WRIGHT, GEORGE P.O. BOX 1751  HOMESTEAD FL 33090",Active,,,,,,,,,,,,,,,
 ,MIAMI-DADE,25.77833333,-80.17027777,MIAMI SEAPLANE BASE,AIRPORT,1000 MACAURTHUR CAUSEWAY  MIAMI FL 33132,Active,,,,,,,,,,,,,,,
TAVERNIER,MONROE,25.00493333,-80.53290555,TAVERNAERO AIRPARK,AIRPORT,P.O. BOX 171  TAVERNIER FL 33070,Active,,,,,,,,,,,,,,,
SUMMERLAND KEY,MONROE,24.65916111,-81.44566666,SUMMERLAND KEY COVE AIRPORT,AIRPORT,AIRPORT DRIVE SOUTH & NORTH P.O. BOX  420290  SUMMERLAND KEY FL 33042,Active,,,,,,,,,,,,,,,
SUMMERLAND KEY,MONROE,24.64883611,-81.57759444,SUGAR LOAF AIRPORT,AIRPORT,"GOOD,  JOHN 17001 OVERSEAS HIGHWAY SUGARLOAF KEY FL 33042",Active,,,,,,,,,,,,,,,
KEY WEST,MONROE,24.5757,-81.68897777,KEY WEST NAS / BOCA CHICA FIELD,AIRPORT,BASE OPERATIONS 305-293-2770 U.S. NAVY KEY WEST FL ,Active,,,,,,,,,,,,,,,
KEY WEST,MONROE,24.55612222,-81.75954444,KEY WEST INTERNATIONAL AIRPORT,AIRPORT,3491 SOUTH ROOSEVELT BOULEVARD  KEY WEST FL 33040,Active,,,,,,,,,,,,,,,
KEY LARGO,MONROE,25.32539166,-80.274775,OCEAN REEF CLUB AIRPORT,AIRPORT,JANIS SMYLY 35 OCEAN REEF DRIVE  KEY LARGO FL 33037,Active,,,,,,,,,,,,,,,
YULEE,NASSAU,30.60058333,-81.57083333,FLYING A RANCH AIRPORT,AIRPORT,"ARNETT, FREDDY 85454 FLYING A RANCH DRIVE  YULEE FL 32097",Active,,,,,,,,,,,,,,,
YULEE,NASSAU,30.62686111,-81.53476388,NASSAU PRIVATE FIELD,AIRPORT,"HANCOCK, STEPHEN 96541 CESSNA DRIVE  YULEE FL 32097",Active,,,,,,,,,,,,,,,
BAKER,OKALOOSA,30.81851944,-86.68801111,DOTSON FARMS AIRPORT,AIRPORT,"DOTSON, GLENN 1250 HIGHWAY C4A  BAKER FL 32531",Active,,,,,,,,,,,,,,,
BAKER,OKALOOSA,30.85388888,-86.66722222,SKY PARK ESTATES AIRPORT,AIRPORT,"WILLIAMS, REDDOCH 1493 SKY RANCH LANE BAKER FL 32531",Active,,,,,,,,,,,,,,,
CRESTVIEW,OKALOOSA,30.80018611,-86.43550555,FIVE OAKS ESTATE,AIRPORT,"SCOTT, RONALD 4274 POVERTY CREEK ROAD  CRESTVIEW FL 32539",Active,,,,,,,,,,,,,,,
CRESTVIEW,OKALOOSA,30.78185277,-86.46717222,TRIPLE B AIRPARK STOLPORT,AIRPORT,5706 MOUNT OLIVE RD  CRESTVIEW FL 32539,Active,,,,,,,,,,,,,,,
CRESTVIEW,OKALOOSA,30.77883611,-86.52211388,BOB SIKES AIRPORT,AIRPORT,5545 JOHN GIVENS ROAD  CRESTVIEW FL 32536,Active,,,,,,,,,,,,,,,
EGLIN AFB,OKALOOSA,30.63185833,-86.74717777,EGLIN TEST SITE B6,AIRPORT,COMMAND POST 850-883-4020 U.S. AIR FORCE VALPARAISO FL ,Active,,,,,,,,,,,,,,,
EGLIN AFB,OKALOOSA,30.65185833,-86.52300555,EGLIN AF AUX NR 3 DUKE,AIRPORT,COMMAND POST 850-884-8100 U.S. AIR FORCE VALPARAISO FL ,Active,,,,,,,,,,,,,,,
EGLIN AFB,OKALOOSA,30.48333333,-86.52533333,NORTHWEST FLORIDA REGIONAL AIRPORT / EGLIN AFB,AIRPORT,1701 HWY 85 NORTH  EGLIN AIR FORCE BASE FL 32542-1413,Active,,,,,,,,,,,,,,,
HURLBURT FIELD,OKALOOSA,30.42881111,-86.68884444,HURLBURT FIELD,AIRPORT,COMMAND POST 850-884-8100 U.S. AIR FORCE MARY ESTHER FL ,Active,,,,,,,,,,,,,,,
HOLT,OKALOOSA,30.68546944,-86.74717777,YELLOW RIVER VALLEY AIRSTRIP,AIRPORT,THOMAS H JULIAN P.O. BOX 85  HOLT FL 32564,Active,,,,,,,,,,,,,,,
NICEVILLE,OKALOOSA,30.51964166,-86.43828055,RUCKEL AIRPORT,AIRPORT,"RUCKEL PROPERTIES, INC. 1003C JOHN SIMS PARKWAY EAST NICEVILLE FL 32578",Active,,,,,,,,,,,,,,,
OKEECHOBEE,OKEECHOBEE,27.54198055,-80.83311666,INDIAN HAMMOCK AIRPORT,AIRPORT,"MARILYN KLUEGEL 32801 US HIGHWAY 441 NORTH,  #268  OKEECHOBEE FL 34972",Active,,,,,,,,,,,,,,,
OKEECHOBEE,OKEECHOBEE,27.59777777,-80.84611111,RUSSAKIS RANCH 441 AIRPORT,AIRPORT,8801 INDRIO ROAD  FT. PIERCE FL 34951,ACTIVE,,,,,,,,,,,,,,,
OKEECHOBEE,OKEECHOBEE,27.15555555,-80.69166666,FLYING COW AIR RANCH,AIRPORT,"WESTGATE & BEYOND, INC. 10151 SE 126TH BLVD  OKEECHOBEE FL 34974",Active,,,,,,,,,,,,,,,
OKEECHOBEE,OKEECHOBEE,27.36115277,-80.76089166,PAXTON AIRPORT,AIRPORT,"PAXTON, JOHN 6333 NE 120TH STREET  OKEECHOBEE FL 34972",Active,,,,,,,,,,,,,,,
