CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
DUNEDIN,PINELLAS,HOSPITAL - ACUTE CARE,120.0,-82.78303547,28.01288286,,
LARGO,PINELLAS,HOSPITAL - ACUTE CARE,256.0,-82.80379158,27.91370418,,
SAFETY HARBOR,PINELLAS,HOSPITAL - ACUTE CARE,311.0,-82.70843516,28.03875956,,
TARPON SPRINGS,PINELLAS,HOSPITAL - ACUTE CARE,168.0,-82.75805476,28.13284590,,
DUNEDIN,PINELLAS,HOSPITAL - ACUTE CARE,48.0,-82.78267142,28.01288286,,
CLEARWATER,PINELLAS,HOSPITAL - ACUTE CARE,687.0,-82.80325149,27.95322893,,
SAINT PETERSBURG,PINELLAS,HOSPITAL - PEDIATRIC,259.0,-82.64011762,27.76464120,,
LARGO,PINELLAS,HOSPITAL,70.0,-82.79664401,27.92543054,,
CLEARWATER,PINELLAS,HOSPITAL,144.0,-82.71061937,27.87509105,,
SAINT PETERSBURG,PINELLAS,HOSPITAL,82.0,-82.63951822,27.74114617,,
SAINT PETERSBURG,PINELLAS,HOSPITAL - TRAUMA,480.0,-82.64322537,27.76327695,,
BAY PINES,PINELLAS,HOSPITAL - VA,153.0,-82.77886506,27.81123264,,
WINTER HAVEN,POLK,HOSPITAL,61.0,-81.72622200,28.00839577,,
WINTER HAVEN,POLK,HOSPITAL - ACUTE CARE,468.0,-81.72472465,28.02871878,,
LAKELAND,POLK,HOSPITAL - TRAUMA,849.0,-81.95409800,28.06092900,,
LAKE WALES,POLK,HOSPITAL - ACUTE CARE,160.0,-81.56524952,27.89679624,,
BARTOW,POLK,HOSPITAL - ACUTE CARE,72.0,-81.84455607,27.91893268,,
DAVENPORT,POLK,HOSPITAL - ACUTE CARE,193.0,-81.64255467,28.18139883,,
PALATKA,PUTNAM,HOSPITAL - ACUTE CARE,99.0,-81.69241288,29.64237968,,
SAINT AUGUSTINE,ST. JOHNS,HOSPITAL - ACUTE CARE,335.0,-81.31698742,29.86253593,,
JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.58798000,30.25512000,,
JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.40487000,30.38788000,,
JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.68401000,30.20871000,,
JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.66364000,30.34402000,,
JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.68522000,30.22259000,,
FORT PIERCE,ST. LUCIE,HOSPITAL - TRAUMA,370.0,-80.34597843,27.43261156,,
PORT SAINT LUCIE,ST. LUCIE,HOSPITAL - ACUTE CARE,229.0,-80.29446660,27.28889707,,
PORT SAINT LUCIE,ST. LUCIE,HOSPITAL - ACUTE CARE,90.0,-80.42670000,27.26240000,,
PORT SAINT LUCIE,ST. LUCIE,HOSPITAL,75.0,-80.27137690,27.29745811,,
MILTON,SANTA ROSA,HOSPITAL,100.0,-87.04237591,30.63443602,,
MILTON,SANTA ROSA,HOSPITAL - ACUTE CARE,129.0,-87.06709212,30.63420666,,
JAY,SANTA ROSA,HOSPITAL - ACUTE CARE,49.0,-87.15127761,30.94987524,,
GULF BREEZE,SANTA ROSA,HOSPITAL - ACUTE CARE,77.0,-87.15710187,30.36054490,,
ENGLEWOOD,SARASOTA,HOSPITAL - ACUTE CARE,100.0,-82.32653438,26.94977365,,
SARASOTA,SARASOTA,HOSPITAL - ACUTE CARE,155.0,-82.45354169,27.30193210,,
VENICE,SARASOTA,HOSPITAL - ACUTE CARE,312.0,-82.44485425,27.09026069,,
SARASOTA,SARASOTA,HOSPITAL,40.0,-82.44606242,27.30172715,,
SARASOTA,SARASOTA,HOSPITAL,96.0,-82.44258304,27.30083463,,
SARASOTA,SARASOTA,HOSPITAL - TRAUMA,819.0,-82.53060893,27.31822286,,
ALTAMONTE SPRINGS,SEMINOLE,HOSPITAL,50.0,-81.41512700,28.64548100,,
ALTAMONTE,SEMINOLE,HOSPITAL - ACUTE CARE,398.0,-81.37014670,28.66539220,,
LONGWOOD,SEMINOLE,HOSPITAL - ACUTE CARE,206.0,-81.35292576,28.69918248,,
SANFORD,SEMINOLE,HOSPITAL - TRAUMA,221.0,-81.28365096,28.81450457,,
OXFORD,SUMTER,HOSPITAL - ACUTE CARE,40.0,-82.01968394,28.90961737,,
THE VILLAGES,SUMTER,HOSPITAL - ACUTE CARE,297.0,-81.95852008,28.95036464,,
LIVE OAK,SUWANNEE,HOSPITAL - ACUTE CARE,25.0,-83.00295419,30.29129710,,
PERRY,TAYLOR,HOSPITAL - ACUTE CARE,48.0,-83.59324910,30.12008806,,
PERRY,TAYLOR,HOSPITAL,,-83.57773800,30.12822200,,
LAKE BUTLER,UNION,HOSPITAL,120.0,-82.35749868,29.98842293,,
LAKE BUTLER,UNION,HOSPITAL - PEDIATRIC,25.0,-82.32696026,30.02267794,,
DAYTONA BEACH,VOLUSIA,HOSPITAL - TRAUMA,568.0,-81.05492436,29.20213918,,
ORMOND BEACH,VOLUSIA,HOSPITAL - ACUTE CARE,80.0,-81.03695670,29.28445460,,
DAYTONA BEACH,VOLUSIA,HOSPITAL - ACUTE CARE,277.0,-81.10851683,29.24336873,,
DELAND,VOLUSIA,HOSPITAL - ACUTE CARE,156.0,-81.31823468,29.04379522,,
ORANGE CITY,VOLUSIA,HOSPITAL - ACUTE CARE,175.0,-81.28516952,28.91402589,,
PORT ORANGE,VOLUSIA,HOSPITAL - ACUTE CARE,80.0,-81.00872070,29.12633663,,
DAYTONA BEACH,VOLUSIA,HOSPITAL,34.0,-81.10736100,29.24209600,,
DAYTONA BEACH,VOLUSIA,HOSPITAL,30.0,-81.06876224,29.21402641,,
NEW SMYRNA BEACH,VOLUSIA,HOSPITAL - ACUTE CARE,112.0,-80.92207250,29.02033701,,
DAYTONA BEACH,VOLUSIA,HOSPITAL - VA,,-81.06156000,29.20604000,,
MIRAMAR BEACH,WALTON,HOSPITAL - ACUTE CARE,58.0,-86.30675890,30.37830464,,
DEFUNIAK SPRINGS,WALTON,HOSPITAL - ACUTE CARE,50.0,-86.11766669,30.65964224,,
CHIPLEY,WASHINGTON,HOSPITAL - ACUTE CARE,59.0,-85.54289060,30.76553747,,
SAINT CLOUD,,ASSISTED LIVING FACILITY,,,,-81.31125000,28.25644000
Miami Gardens,,ASSISTED LIVING FACILITY,8.0,,,-80.28290526,25.93999531
Miami Gardens,,ASSISTED LIVING FACILITY,6.0,,,-80.26308894,25.96339201
VERO BEACH,,HOSPICE,12.0,,,-80.39021600,27.66025700
Fort Pierce,,PUBLIC HEALTH OFFICE,0.0,,,-80.32984321,27.44986536
HIGH SPRINGS,ALACHUA,ADULT FAMILY CARE HOME,5.0,,,-82.60654500,29.83571200
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.41367600,29.66153800
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.40689800,29.64989800
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.33606500,29.63659800
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.41920200,29.63057800
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.38333900,29.63413800
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,42.0,,,-82.35963800,29.60401600
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,180.0,,,-82.34295000,29.63788300
GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,154.0,,,-82.37029400,29.61565800
GAINESVILLE,ALACHUA,HOSPICE,15.0,,,-82.43799643,29.69320122
GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.34341500,29.63925400
GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.43031400,29.68823500
GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.35943100,29.63320700
GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.33196200,29.65029800
GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.42937300,29.66946200
ALACHUA,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.46941100,29.78203100
GAINESVILLE,ALACHUA,RESIDENTIAL TREATMENT FACILITY,14.0,,,-82.37237000,29.61820300
GAINESVILLE,ALACHUA,RESIDENTIAL TREATMENT FACILITY,8.0,,,-82.36908300,29.62120700
HAWTHORNE,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.08935100,29.58864300
BROOKER,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.34182788,29.86987107
ALACHUA,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.48892500,29.79222600
ARCHER,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.52266000,29.53100300
HIGH SPRINGS,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.59912573,29.82818309
GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41664200,29.66340500
GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41332300,29.66150100
GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41030300,29.65974400
GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41256800,29.66342100
GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.39257600,29.65678000
GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.38645500,29.67644900
GAINESVILLE,ALACHUA,BIRTH CENTER,0.0,,,-82.31584200,29.65196800
GAINESVILLE,ALACHUA,CRISIS STABILIZATION UNIT,22.0,,,-82.34138200,29.61173600
HAWTHORNE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.08694000,29.60007300
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,140.0,,,-82.42719000,29.67731500
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,110.0,,,-82.39816900,29.64238000
GAINESVILLE,ALACHUA,BLOOD BANK,0.0,,,-82.38658587,29.65371446
MELROSE,ALACHUA,ASSISTED LIVING FACILITY,15.0,,,-82.06106494,29.70732981
HIGH SPRINGS,ALACHUA,ASSISTED LIVING FACILITY,15.0,,,-82.60091500,29.83724200
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,60.0,,,-82.39233300,29.70320600
NEWBERRY,ALACHUA,ASSISTED LIVING FACILITY,15.0,,,-82.65641000,29.64426000
HIGH SPRINGS,ALACHUA,ASSISTED LIVING FACILITY,48.0,,,-82.59382300,29.82559400
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,38.0,,,-82.39237100,29.70323300
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,79.0,,,-82.43365200,29.66485000
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,12.0,,,-82.31757000,29.65349800
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,12.0,,,-82.36966900,29.61415400
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,5.0,,,-82.30103000,29.65308100
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,8.0,,,-82.33755100,29.66028300
GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,70.0,,,-82.35987800,29.60399500
MACCLENNY,BAKER,END-STAGE RENAL DISEASE,0.0,,,-82.11993636,30.28614803
GLEN SAINT MARY,BAKER,RURAL HEALTH CLINIC,0.0,,,-82.15442700,30.27757500
MACCLENNY,BAKER,RURAL HEALTH CLINIC,0.0,,,-82.12271000,30.26472400
MACCLENNY,BAKER,SKILLED NURSING FACILITY,68.0,,,-82.11765997,30.28494068
MACCLENNY,BAKER,SKILLED NURSING FACILITY,120.0,,,-82.11957600,30.27259400
PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.60755300,30.21401200
PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.67417200,30.17162800
PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.58784200,30.17414600
PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.66273300,30.18400200
PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.66260000,30.18648000
CALLAWAY,BAY,SKILLED NURSING FACILITY,77.0,,,-85.59096600,30.15939100
PANAMA CITY,BAY,SKILLED NURSING FACILITY,115.0,,,-85.64621400,30.15609800
PANAMA CITY,BAY,SKILLED NURSING FACILITY,22.0,,,-85.68187100,30.16805800
PANAMA CITY,BAY,SKILLED NURSING FACILITY,160.0,,,-85.68195200,30.20068400
PANAMA CITY,BAY,RESIDENTIAL TREATMENT FACILITY,20.0,,,-85.61650000,30.20203000
PANAMA CITY,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.65258000,30.18122700
PANAMA CITY,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.65851400,30.18525900
PANAMA CITY,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.64923000,30.15769100
PANAMA CITY BEACH,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.87903700,30.22710400
PANAMA CITY,BAY,CRISIS STABILIZATION UNIT,20.0,,,-85.65368100,30.17512800
PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.64978500,30.19326200
PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.67155500,30.18570200
PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.66529500,30.18846800
PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.65818500,30.18235100
PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.66258700,30.18108300
PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.66225700,30.17860200
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,60.0,,,-85.75075100,30.15885800
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,74.0,,,-85.66991500,30.21570000
LYNN HAVEN,BAY,ASSISTED LIVING FACILITY,47.0,,,-85.64967000,30.24879000
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,50.0,,,-85.65831400,30.19471900
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,9.0,,,-85.61924000,30.20069000
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,35.0,,,-85.65863200,30.14789900
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,40.0,,,-85.57198000,30.15756000
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,,,,-85.68249759,30.19847650
PANAMA CITY,BAY,ASSISTED LIVING FACILITY,34.0,,,-85.50425100,30.11541800
HAMPTON,BRADFORD,ASSISTED LIVING FACILITY,28.0,,,-82.13671400,29.85714500
STARKE,BRADFORD,ASSISTED LIVING FACILITY,14.0,,,-82.10775700,29.94179900
STARKE,BRADFORD,END-STAGE RENAL DISEASE,0.0,,,-82.11323800,29.94423200
STARKE,BRADFORD,RURAL HEALTH CLINIC,0.0,,,-82.11191400,29.94474200
STARKE,BRADFORD,RURAL HEALTH CLINIC,0.0,,,-82.10296000,29.94220300
STARKE,BRADFORD,ADULT FAMILY CARE HOME,5.0,,,-82.09334500,29.87532100
STARKE,BRADFORD,SKILLED NURSING FACILITY,120.0,,,-82.10731500,29.94043600
STARKE,BRADFORD,SKILLED NURSING FACILITY,120.0,,,-82.10232000,29.93617100
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.61817132,28.05590793
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.62836446,28.04677304
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.61151060,28.08917141
TITUSVILLE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.82872758,28.57154734
TITUSVILLE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.81926379,28.62780916
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,114.0,,,-80.70838151,28.23888663
PALM BAY,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.60487702,28.01970022
PALM BAY,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.62138069,28.01490192
ROCKLEDGE,BREVARD,SKILLED NURSING FACILITY,107.0,,,-80.73738199,28.33022578
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,167.0,,,-80.67451808,28.12078452
PALM BAY,BREVARD,SKILLED NURSING FACILITY,141.0,,,-80.61533652,27.99986903
WEST MELBOURNE,BREVARD,SKILLED NURSING FACILITY,179.0,,,-80.67633222,28.09371053
MERRITT ISLAND,BREVARD,SKILLED NURSING FACILITY,96.0,,,-80.68726301,28.33820858
TITUSVILLE,BREVARD,SKILLED NURSING FACILITY,157.0,,,-80.82165935,28.62688801
ROCKLEDGE,BREVARD,SKILLED NURSING FACILITY,100.0,,,-80.73547129,28.32565097
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,138.0,,,-80.61278672,28.08669741
MERRITT ISLAND,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.70603770,28.38291648
MERRITT ISLAND,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.67084114,28.37032169
MERRITT ISLAND,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.69821793,28.39115851
MERRITT ISLAND,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.67767954,28.31370790
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.66853442,28.03080397
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.72337661,28.02734161
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.63624925,27.99001513
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.65617053,28.00256928
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.67857796,28.00287805
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.69743507,28.02596006
WEST MELBOURNE,BREVARD,SKILLED NURSING FACILITY,180.0,,,-80.65671049,28.07799095
MERRITT ISLAND,BREVARD,SKILLED NURSING FACILITY,180.0,,,-80.70816953,28.38963981
MELBOURNE,BREVARD,SKILLED NURSING FACILITY,110.0,,,-80.61567455,28.08620200
PALM BAY,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.61007312,28.03288998
TITUSVILLE,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.83960428,28.65168347
ROCKLEDGE,BREVARD,RURAL HEALTH CLINIC,0.0,,,-80.71975677,28.32495891
COCOA BEACH,BREVARD,RURAL HEALTH CLINIC,0.0,,,-80.62303951,28.36010552
MELBOURNE,BREVARD,RESIDENTIAL TREATMENT FACILITY,32.0,,,-80.65737615,28.09374065
ROCKLEDGE,BREVARD,RESIDENTIAL TREATMENT FACILITY,44.0,,,-80.73762451,28.32645592
MELBOURNE,BREVARD,RURAL HEALTH CLINIC,0.0,,,-80.64686692,28.08471322
MELBOURNE,BREVARD,RESIDENTIAL TREATMENT FACILITY,22.0,,,-80.65606965,28.09411551
COCOA,BREVARD,RESIDENTIAL TREATMENT FACILITY,12.0,,,-80.77940103,28.35706296
MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.62085328,28.07577266
MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.68010577,28.22749454
MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.61806912,28.08679588
MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.62869058,28.03672338
MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.70824535,28.23742595
TITUSVILLE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.82122573,28.62522244
TITUSVILLE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.81429666,28.61506693
TITUSVILLE,BREVARD,HOSPICE,12.0,,,-80.81392000,28.53315000
ROCKLEDGE,BREVARD,HOSPICE,12.0,,,-80.73383308,28.32363330
PALM BAY,BREVARD,HOSPICE,16.0,,,-80.61248376,28.00492543
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61827004,28.08842616
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.65582499,28.09495331
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.60263607,28.07573648
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.62012797,28.08379171
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61722784,28.08681242
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61435440,28.09211200
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70671878,28.23114998
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61717904,28.09182154
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.62020958,28.09825051
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61182282,28.08729665
MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.60837871,28.07820945
MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70172794,28.37455416
MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70408585,28.39868512
MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.68353363,28.36010437
MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70067832,28.36646730
ROCKLEDGE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.71565279,28.32410456
TITUSVILLE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.80801267,28.60643870
WEST MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.67205052,28.10140313
MELBOURNE,BREVARD,CRISIS STABILIZATION UNIT,50.0,,,-80.62597965,28.09538888
MELBOURNE,BREVARD,CRISIS STABILIZATION UNIT,16.0,,,-80.61583265,28.08968332
MERRITT ISLAND,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.70099964,28.35288710
PALM BAY,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.61343652,28.00226747
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.72396678,28.00105756
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.67622908,27.98719382
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.66270591,28.00149218
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.72345089,28.04130196
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.65259146,28.00397474
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.67009190,28.00781095
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.66177394,27.95964223
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.64010637,27.98378477
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.69637513,28.03504075
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.68166761,28.00850550
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.63862539,27.96513295
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.67090730,27.96407008
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.62314709,28.00130879
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.62584118,27.89476017
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.65316039,27.99783587
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.72526459,28.01789405
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.71198353,28.02914442
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.70639692,28.01719711
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.62366703,27.92810857
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.65575169,28.00119601
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,16.0,,,-80.70080009,28.07505192
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.71093509,27.98250928
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69353284,27.99106658
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.64104694,27.99175526
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68200735,28.01212061
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.71906349,28.01410079
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63924853,27.92220868
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63861995,27.93349735
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.64898150,27.97175237
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69305801,27.99454631
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.65915101,28.00421566
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.72512180,28.03190668
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68127302,27.99285935
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63000395,28.02355406
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.71593708,28.04221599
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.67699046,28.01165608
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.66137735,28.00915196
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63086749,27.92788030
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68768642,28.00407418
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.59203190,28.01543527
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.66980982,27.95541439
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.62948997,27.91482461
PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63988960,27.98718566
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68752986,28.14358224
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68662387,28.22432251
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69676282,28.13167878
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68234965,28.19577143
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63710445,28.07566557
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68959785,28.06991441
MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.75385702,28.23944906
MERRITT ISLAND,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69933459,28.34719470
MERRITT ISLAND,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.67172940,28.39199716
MERRITT ISLAND,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69596443,28.37013292
MERRITT ISLAND,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69427438,28.33792693
MERRITT ISLAND,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.67103734,28.38158621
